,dataset,architecture,strategy,experiment_category,id,repo_hash,loss,final_accuracy,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,n_experiences,name,network_architecture,prune_proportion,recon_loss_type,reconstruction_loss_weight,retrain_epochs,total_task_epochs,use_classifier_loss,use_packnet,use_reconstruction_loss,use_vae_loss,vae_loss_weight,task_inference_strategy,vanilla_cnn_config,rectangular_mlp_config
122,splitEmbeddedCIFAR100,AE,taskOracle,N,0093,dd88ddf,2.783972978591919,0.5390999913215637,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,2048,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskOracle,rectangular,0.5,mse,1.0,25.0,100.0,True,True,True,False,,task_oracle,,
123,splitEmbeddedCIFAR100,AE,taskInference,N,0086,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,splitEmbeddedCIFAR100,AE,taskInference,N,0099,dd88ddf,1.020917534828186,0.6855999827384949,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.7,mse,1.0,30.0,100.0,True,True,True,False,0.001,task_reconstruction_loss,,
125,splitFMNIST,AE,taskInference,PL,0153,55dff8e1,,0.9941999912261963,64.0,1.0,FMNIST,AE,cuda,None,True,"[1, 32, 32]",True,64.0,0.0001,5.0,55dff8e1_PL_splitFMNIST_AE_taskInference,vanilla_cnn,0.8,bce,1.0,5.0,20.0,True,True,True,False,,task_reconstruction_loss,,
126,splitFMNIST,AE,taskInference,N,0039,dd88ddf,1.06833815574646,0.9596999883651733,64.0,1.0,FMNIST,AE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,5.0,splitFMNIST_AE_taskInference,vanilla_cnn,0.5,,1.0,5.0,20.0,True,True,True,False,0.001,task_reconstruction_loss,{'base_channels': 128},
127,splitCIFAR100,AE,taskInference,PL,0162,55dff8e1,,0.17319999635219574,64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,10.0,55dff8e1_PL_splitCIFAR100_AE_taskInference,residual,0.6,bce,1.0,20.0,100.0,True,True,True,False,,task_reconstruction_loss,,
128,splitFMNIST,VAE,taskOracle,EP,0138,dd88ddf,,0.9934999942779541,64.0,1.0,FMNIST,VAE,cuda,None,True,"[1, 32, 32]",True,64.0,0.0001,5.0,EP_splitFMNIST_VAE_taskOracle,vanilla_cnn,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,5.0,20.0,True,True,True,True,0.001,task_oracle,,
129,splitFMNIST,AE,taskInference,PL,0150,55dff8e1,,0.9940000176429749,64.0,1.0,FMNIST,AE,cuda,None,True,"[1, 32, 32]",True,64.0,0.0001,5.0,55dff8e1_PL_splitFMNIST_AE_taskInference,vanilla_cnn,0.4,bce,1.0,5.0,20.0,True,True,True,False,,task_reconstruction_loss,,
130,splitEmbeddedCIFAR100,AE,taskOracle,N,0115,dd88ddf,,0.5512999892234802,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskOracle,rectangular,0.5,mse,1.0,30.0,100.0,True,True,True,False,0.001,task_oracle,,
131,splitEmbeddedCORe50,AE,taskOracle,N,0116,dd88ddf,,0.6042426228523254,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCORe50_AE_taskOracle,rectangular,0.5,mse,1.0,3.0,10.0,True,True,True,False,0.001,task_oracle,,
132,splitEmbeddedCIFAR100,AE,taskInference,PL,0003,7ee898bd,,0.4058000147342682,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.5,mse,1.0,30.0,100.0,True,True,True,False,,task_reconstruction_loss,,
133,splitEmbeddedCIFAR100,AE,taskInference,N,0069,dd88ddf,1.205246925354004,0.4358333349227905,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,2.0,10.0,True,True,True,False,,task_reconstruction_loss,,
134,splitEmbeddedCIFAR100,VAE,taskInference,N,0100,dd88ddf,0.40473294258117676,0.6365000009536743,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_taskInference,rectangular,0.7,mse,1.0,30.0,100.0,True,True,True,True,0.001,task_reconstruction_loss,,
135,splitFMNIST,AE,finetuning,N,0023,dd88ddf,0.15173551440238953,0.19949999451637268,64.0,1.0,FMNIST,AE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,5.0,splitFMNIST_AE_finetuning,vanilla_cnn,,,1.0,5.0,20.0,True,False,True,False,,,{'base_channels': 128},
136,splitCIFAR100,VAE,taskOracle,N,0037,dd88ddf,1.664222240447998,0.5910000205039978,64.0,1.0,CIFAR100,VAE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,10.0,splitCIFAR100_VAE_taskOracle,residual_network,0.5,,1.0,20.0,100.0,True,True,True,True,0.001,task_oracle,{'base_channels': 128},
137,splitEmbeddedCIFAR100,AE,taskOracle,EP,0005,b7711e62,,0.5605999827384949,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-22_b7711e62_EP_splitEmbeddedCIFAR100_AE_taskOracle,rectangular,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",mse,1.0,30.0,100.0,True,True,True,False,,task_oracle,,
138,splitEmbeddedCIFAR100,AE,taskInference,PL,0004,7ee898bd,,0.5109000205993652,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.6,mse,1.0,30.0,100.0,True,True,True,False,,task_reconstruction_loss,,
139,splitEmbeddedCORe50,AE,taskOracle,N,0104,dd88ddf,,0.9045131206512451,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCORe50_AE_taskOracle,rectangular,0.5,mse,1.0,30.0,100.0,True,True,True,False,,task_oracle,,
140,splitFMNIST,AE,cumulative,N,0001,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,splitFMNIST,VAE,taskOracle,EP,0007,b7711e62,,,64.0,1.0,FMNIST,VAE,cuda,ResNet50,True,"[1, 32, 32]",True,64.0,0.0001,5.0,ml-22_b7711e62_EP_splitFMNIST_VAE_taskOracle,vanilla_cnn,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",mse,1.0,5.0,20.0,True,True,True,True,0.001,task_oracle,,
142,splitCIFAR100,VAE,taskOracle,EP,0009,4f911459,,0.021800000220537186,64.0,1.0,CIFAR100,VAE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,10.0,ml-22_4f911459_EP_splitCIFAR100_VAE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,20.0,100.0,True,True,True,True,1.0,task_oracle,,
