,experiment_code,dataset,architecture,strategy,experiment_category,id,repo_hash,final_accuracy,accuracy,Task Identification Accuracy,Accuracy given Bad Task Identification,Accuracy given Good Task Identification,completed_tasks,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,lwf_alpha,n_classes,n_experiences,name,network_architecture,network_cfg,prune_proportion,recon_loss_type,reconstruction_loss_weight,replay_buffer,retrain_epochs,si_lambda,task_inference_strategy,total_task_epochs,use_adam,use_classifier_loss,use_experience_replay,use_generative_replay,use_learning_without_forgetting,use_packnet,use_reconstruction_loss,use_synaptic_intelligence,use_vae_loss,vae_loss_weight,tensorboard_dir,dataset_root,normalize,reconstruction_loss_type,pretrained_root,log_mini_batch,network_style,scenario_name,label,normalization_mean,normalization_std,cumulative
26,0023_ml-22_54dcf601_PL_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,PL,0023,54dcf601,0.08649826794862747,"[0.5815555453300476, 0.3414851129055023, 0.2758263051509857, 0.21389660239219666, 0.1624421924352646, 0.13877052068710327, 0.12993201613426208, 0.11280996352434158, 0.09599228948354721, 0.08649826794862747]","[1.0, 0.5073366165161133, 0.3868385851383209, 0.3141745328903198, 0.25418001413345337, 0.24096786975860596, 0.2161191999912262, 0.19139885902404785, 0.1601848155260086, 0.14231076836585999]","[nan, 0.0, 0.0, 0.0001621008268557489, 0.0, 9.763718117028475e-05, 0.0008915906655602157, 0.0014783235965296626, 0.001677013118751347, 0.0011147982440888882]","[0.5815555453300476, 0.6730937957763672, 0.7130268216133118, 0.6804670691490173, 0.6390832662582397, 0.5755804777145386, 0.597971498966217, 0.5831517577171326, 0.5904673933982849, 0.6010937690734863]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,32.0,50.0,10.0,ml-22_54dcf601_PL_S-CORe50_VAE_taskInference,residual,{},0.4,bce,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
27,0196_ml-14_4e7023cd_TO_SE-CORe50_AE_taskOracle,SE-CORe50,AE,taskOracle,TO,0196,4e7023cd,0.4199501872062683,"[0.9306204319000244, 0.9458286762237549, 0.9500222206115723, 0.9270381331443787, 0.8400053381919861, 0.6999740600585938, 0.6000127196311951, 0.5249902606010437, 0.4666436016559601, 0.4199501872062683]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.9304272532463074, 0.9456906914710999, 0.9501157999038696, 0.9270148277282715, 0.8397067785263062, 0.69975745677948, 0.5998110771179199, 0.5248245000839233, 0.4665036201477051, 0.4198370575904846]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-14_4e7023cd_TO_SE-CORe50_AE_taskOracle,mlp,{'width': 512},0.5,mse,1.0,1000.0,1.0,1000.0,task_oracle,2.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
28,0055_ml-24_0a229afa_PL_S-CIFAR100_VAE_taskInference,S-CIFAR100,VAE,taskInference,PL,0055,0a229afa,0.31540000438690186,"[0.7739999890327454, 0.715499997138977, 0.5569999814033508, 0.4872500002384186, 0.36000001430511475, 0.4873333275318146, 0.44757142663002014, 0.3856250047683716, 0.3426666557788849, 0.31540000438690186]","[1.0, 1.0, 0.7519999742507935, 0.6380000114440918, 0.4975999891757965, 0.6666666865348816, 0.6411428451538086, 0.5590000152587891, 0.4986666738986969, 0.46160000562667847]","[nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7739999890327454, 0.715499997138977, 0.7406914830207825, 0.7637147307395935, 0.7234726548194885, 0.7310000061988831, 0.698083758354187, 0.6898479461669922, 0.6871657967567444, 0.683275580406189]",10.0,64.0,1.0,CIFAR100,VAE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-24_0a229afa_PL_S-CIFAR100_VAE_taskInference,residual,{},0.5,bce,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
29,0176_ml-14_4e7023cd_BL_SE-CORe50_AE_finetuning,SE-CORe50,AE,finetuning,BL,0176,4e7023cd,0.09096771478652954,"[0.9568889141082764, 0.4753861427307129, 0.32140210270881653, 0.233753964304924, 0.19190572202205658, 0.1515454798936844, 0.1278907209634781, 0.12085498869419098, 0.09411212056875229, 0.09096771478652954]",,,,10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-14_4e7023cd_BL_SE-CORe50_AE_finetuning,mlp,{'width': 512},0.5,mse,1.0,1000.0,1.0,1000.0,,2.0,True,True,False,False,False,False,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
30,0071_ml-14_84260321_prunelevels_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,prunelevels,0071,84260321,0.435515433549881,"[0.9688750505447388, 0.9092526435852051, 0.8408214449882507, 0.8370024561882019, 0.8180403113365173, 0.7137244939804077, 0.6200914978981018, 0.5472285747528076, 0.49509549140930176, 0.435515433549881]","[1.0, 0.9644128084182739, 0.8956109285354614, 0.8861463069915771, 0.8633634448051453, 0.7945961952209473, 0.7069830894470215, 0.6248401403427124, 0.5676624178886414, 0.49982210993766785]","[nan, 0.0, 0.0007102272938936949, 0.00048828125, 0.00032552084303461015, 0.00036088054184801877, 0.00043369835475459695, 0.00014819206262473017, 0.00011429877486079931, 0.0002222814946435392]","[0.9688750505447388, 0.9428044557571411, 0.9387417435646057, 0.9444792866706848, 0.9474524855613708, 0.8981295824050903, 0.876915454864502, 0.8757007122039795, 0.8720783591270447, 0.871118426322937]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-14_84260321_prunelevels_SE-CORe50_VAE_taskInference,,{'width': 512},0.5,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
31,0088_ml-16_84260321_replay_S-CORe50_AE_replay,S-CORe50,AE,replay,replay,0088,84260321,0.24252869188785553,"[0.5501222610473633, 0.5043352842330933, 0.4085957705974579, 0.3122290074825287, 0.2824424207210541, 0.3340127468109131, 0.2996092736721039, 0.30389949679374695, 0.2880966365337372, 0.24252869188785553]",,,,10.0,32.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-16_84260321_replay_S-CORe50_AE_replay,,{},0.5,,1.0,1000.0,2.0,,,10.0,,,True,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,replay,,,
32,0031_ml-21_0a229afa_TO_SE-CORe50_AE_taskOracle,SE-CORe50,AE,taskOracle,TO,0031,0a229afa,0.47638529539108276,"[0.7799510955810547, 0.7551406025886536, 0.7309573292732239, 0.7343411445617676, 0.7074754238128662, 0.681526780128479, 0.6650041341781616, 0.5955578088760376, 0.5293536186218262, 0.47638529539108276]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.7807064652442932, 0.7552083730697632, 0.7309494018554688, 0.7344852685928345, 0.7078733444213867, 0.6818848252296448, 0.6653635501861572, 0.5958957672119141, 0.5296687483787537, 0.4766835868358612]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-21_0a229afa_TO_SE-CORe50_AE_taskOracle,mlp,{'width': 512},0.5,mse,1.0,1000.0,3.0,1000.0,task_oracle,10.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
33,0102_ml-22_0a229afaD_PL_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,PL,0102,0a229afaD,0.12265409529209137,"[0.7319999933242798, 0.5323925018310547, 0.39353740215301514, 0.3074827790260315, 0.2457638382911682, 0.2046322077512741, 0.17536447942256927, 0.15329886972904205, 0.13627491891384125, 0.12265409529209137]","[1.0, 0.8057562112808228, 0.5644408464431763, 0.451856791973114, 0.3785634934902191, 0.3154345154762268, 0.26280850172042847, 0.23300538957118988, 0.20712997019290924, 0.1835808902978897]","[nan, 0.0, 0.0, 0.06399594247341156, 0.044800687581300735, 0.03367076441645622, 0.026756862178444862, 0.02232045866549015, 0.019194217398762703, 0.01677742600440979]","[0.7319999933242798, 0.6607364416122437, 0.6972163915634155, 0.602854311466217, 0.5756579041481018, 0.5756579041481018, 0.5922166109085083, 0.5844465494155884, 0.5844465494155884, 0.5935077667236328]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_AE_taskInference,mlp,{'width': 512},0.2,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
34,0289_ml-22_0a229afaD_OS_S-CIFAR100_AE_replay,S-CIFAR100,AE,replay,OS,0289,0a229afaD,0.4805999994277954,"[0.7239999771118164, 0.7124999761581421, 0.6983333230018616, 0.6549999713897705, 0.5996000170707703, 0.5788333415985107, 0.5511428713798523, 0.531125009059906, 0.5142222046852112, 0.4805999994277954]",,,,10.0,32.0,1.0,CIFAR100,AE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_OS_S-CIFAR100_AE_replay,residual,{},0.5,bce,1.0,10000.0,30.0,1000.0,,100.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
35,0036_ml-14_84260321_prunelevels_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,prunelevels,0036,84260321,0.5468000173568726,"[0.8489999771118164, 0.8790000081062317, 0.8826666474342346, 0.890999972820282, 0.8876000046730042, 0.8756666779518127, 0.7811428308486938, 0.6834999918937683, 0.6075555682182312, 0.5468000173568726]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9893333315849304, 0.8845714330673218, 0.7739999890327454, 0.6880000233650208, 0.6191999912261963]","[nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8489999771118164, 0.8790000081062317, 0.8826666474342346, 0.890999972820282, 0.8876000046730042, 0.8851078152656555, 0.883074939250946, 0.883074939250946, 0.883074939250946, 0.883074939250946]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-14_84260321_prunelevels_SE-CIFAR100_AE_taskInference,,{'width': 512},0.6,,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
36,0195_ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,SE-CIFAR100,VAE,taskInference,PL,0195,0a229afaD,0.23000000417232513,"[0.8159999847412109, 0.7904999852180481, 0.781000018119812, 0.5975000262260437, 0.48100000619888306, 0.39383333921432495, 0.32899999618530273, 0.29362499713897705, 0.2554444372653961, 0.23000000417232513]","[1.0, 1.0, 1.0, 0.765999972820282, 0.6128000020980835, 0.5, 0.4194285571575165, 0.375, 0.3262222111225128, 0.2935999929904938]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8159999847412109, 0.7904999852180481, 0.781000018119812, 0.7800261378288269, 0.7849216461181641, 0.7876666784286499, 0.7844005227088928, 0.7829999923706055, 0.7830381393432617, 0.7833787202835083]",10.0,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,mlp,{'width': 512},0.4,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
37,0093_ml-24_0a229afa_BL_S-CIFAR10_AE_finetuning,S-CIFAR10,AE,finetuning,BL,0093,0a229afa,0.1914999932050705,"[0.9900000095367432, 0.4869999885559082, 0.3228333294391632, 0.2252500057220459, 0.1914999932050705]",,,,5.0,64.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-24_0a229afa_BL_S-CIFAR10_AE_finetuning,residual,{},0.5,bce,1.0,1000.0,10.0,1000.0,,50.0,True,True,False,False,False,False,True,False,False,,,,,,,,,,,,,
38,0014_ml-21_54dcf601_PL_S-FMNIST_AE_taskInference,S-FMNIST,AE,taskInference,PL,0014,54dcf601,0.9696000218391418,"[0.9934999942779541, 0.9392499923706055, 0.9558333158493042, 0.9663749933242798, 0.9696000218391418]","[1.0, 0.9800000190734863, 0.9866666793823242, 0.9900000095367432, 0.9919999837875366]","[nan, 0.0, 0.0, 0.0, 0.0]","[0.9934999942779541, 0.9584183692932129, 0.96875, 0.9761363863945007, 0.977419376373291]",5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-21_54dcf601_PL_S-FMNIST_AE_taskInference,vanilla_cnn,{'base_channels': 128},0.6,bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
39,0398_ml-22_4e7023cdD_BL_S-CORe50_VAE_nonContinual,S-CORe50,VAE,nonContinual,BL,0398,4e7023cdD,0.3876189589500427,[0.3876189589500427],,,,1.0,64.0,1.0,CORe50_NC,VAE,cuda,None,,"[3, 128, 128]",True,512.0,0.0001,32.0,50.0,1.0,ml-22_4e7023cdD_BL_S-CORe50_VAE_cumulative,residual,{},0.5,bce,1.0,1000.0,1.0,1000.0,,2.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,,,
40,0043_ml-17_84260321_prunelevels_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,prunelevels,0043,84260321,0.7901805639266968,"[0.9753223657608032, 0.9508779644966125, 0.9385743737220764, 0.8897410035133362, 0.8910723924636841, 0.8915363550186157, 0.8656289577484131, 0.8282418251037598, 0.8123888373374939, 0.7901805639266968]","[1.0, 0.9857746362686157, 0.9668049812316895, 0.9253084063529968, 0.9280633330345154, 0.927666187286377, 0.9074968099594116, 0.8728005290031433, 0.8675380349159241, 0.8480610251426697]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9753223657608032, 0.9645997881889343, 0.9708001017570496, 0.9615615606307983, 0.9601417779922485, 0.9610529541969299, 0.9538644552230835, 0.9489474296569824, 0.9364301562309265, 0.9317496418952942]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-17_84260321_prunelevels_SE-CORe50_AE_taskInference,,{'width': 512},0.8,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
41,0016_ml-25_54dcf601_PL_S-FMNIST_AE_taskInference,S-FMNIST,AE,taskInference,PL,0016,54dcf601,0.597599983215332,"[1.0, 0.9987499713897705, 0.9959999918937683, 0.746999979019165, 0.597599983215332]","[1.0, 1.0, 1.0, 0.75, 0.6000000238418579]","[nan, nan, nan, 0.0, 0.0]","[1.0, 0.9987499713897705, 0.9959999918937683, 0.9959999918937683, 0.9959999918937683]",5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-25_54dcf601_PL_S-FMNIST_AE_taskInference,vanilla_cnn,{'base_channels': 128},0.2,bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
42,0158_ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0158,0a229afaD,0.2394823431968689,"[0.6651100516319275, 0.506115198135376, 0.4447820782661438, 0.3912729322910309, 0.35077813267707825, 0.3495016098022461, 0.33044305443763733, 0.28679412603378296, 0.2615312337875366, 0.2394823431968689]","[1.0, 0.7011340856552124, 0.6085087656974792, 0.5381878614425659, 0.5016451478004456, 0.4844554662704468, 0.4422423243522644, 0.4011783003807068, 0.3839464485645294, 0.351685494184494]","[nan, 0.0007440476329065859, 0.0007572888862341642, 0.0004814636486116797, 0.0004461099160835147, 0.00021562566689681262, 0.0, 0.00013922405196353793, 0.001002566539682448, 0.0008231581887230277]","[0.6651100516319275, 0.7215350270271301, 0.7304506897926331, 0.7266060709953308, 0.6988122463226318, 0.7212023735046387, 0.7471990585327148, 0.7146716713905334, 0.6795573234558105, 0.6794385313987732]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.6,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
43,0010_ml-18_84260321_prunelevels_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,prunelevels,0010,84260321,0.41007739305496216,"[0.981102705001831, 0.8964750170707703, 0.8840880393981934, 0.873519778251648, 0.8166614770889282, 0.6835433840751648, 0.5858322978019714, 0.5126338005065918, 0.45565053820610046, 0.41007739305496216]","[1.0, 0.9644167423248291, 0.9430816173553467, 0.9280591607093811, 0.8819552659988403, 0.7396960854530334, 0.6339580416679382, 0.5547463297843933, 0.4930819869041443, 0.4437650144100189]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.981102705001831, 0.9295514822006226, 0.9374459981918335, 0.9412328600883484, 0.9259670376777649, 0.9240868091583252, 0.9240868091583252, 0.9240868091583252, 0.9240868091583252, 0.9240868091583252]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-18_84260321_prunelevels_SE-CORe50_AE_taskInference,,{'width': 512},0.4,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
44,0082_ml-22_0a229afaD_PL_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,PL,0082,0a229afaD,0.2946944832801819,"[0.6554640531539917, 0.5489934086799622, 0.4539322555065155, 0.3929405212402344, 0.3764841854572296, 0.360314279794693, 0.34503352642059326, 0.3171938359737396, 0.3008919656276703, 0.2946944832801819]","[1.0, 0.8200422525405884, 0.6571047306060791, 0.5863257646560669, 0.5495175123214722, 0.5054110288619995, 0.4683459997177124, 0.42706653475761414, 0.39898204803466797, 0.3900426924228668]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011949572945013642, 9.702614624984562e-05, 8.221993630286306e-05, 0.00010936531907645985]","[0.6554640531539917, 0.6694697141647339, 0.6908065676689148, 0.6701744198799133, 0.6851177215576172, 0.7129133939743042, 0.7365708351135254, 0.7425968050956726, 0.7540252804756165, 0.7553731203079224]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_AE_taskInference,mlp,{'width': 512},0.8,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
45,0182_ml-24_0a229afa_OS_S-CIFAR10_AE_replay,S-CIFAR10,AE,replay,OS,0182,0a229afa,0.3273000121116638,"[0.9815000295639038, 0.6395000219345093, 0.46833333373069763, 0.33774998784065247, 0.3273000121116638]",,,,5.0,32.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-24_0a229afa_OS_S-CIFAR10_AE_replay,residual,{},0.5,bce,1.0,100.0,10.0,1000.0,,50.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
46,0018_ml-24_4e7023cd_PL_S-CORe50_AE_taskInference,S-CORe50,AE,taskInference,PL,0018,4e7023cd,0.0644623339176178,"[0.63264399766922, 0.15471026301383972, 0.14906233549118042, 0.1193440780043602, 0.09712278097867966, 0.08093684911727905, 0.07166226953268051, 0.06806369870901108, 0.07116030901670456, 0.0644623339176178]","[1.0, 0.5354242920875549, 0.43747684359550476, 0.3105614185333252, 0.25130075216293335, 0.20704862475395203, 0.1789015531539917, 0.15474833548069, 0.1441737562417984, 0.1301921159029007]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.63264399766922, 0.2889488935470581, 0.3407319486141205, 0.38428494334220886, 0.38648027181625366, 0.3909074664115906, 0.4005681872367859, 0.4398347735404968, 0.49357327818870544, 0.49513235688209534]",10.0,64.0,1.0,CORe50_NC,AE,cuda,None,,"[3, 128, 128]",True,512.0,0.0001,32.0,50.0,10.0,ml-24_4e7023cd_PL_S-CORe50_AE_taskInference,residual,{},0.8,bce,1.0,1000.0,1.0,1000.0,task_reconstruction_loss,2.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
47,0140_ml-24_0a229afa_BL_S-CIFAR10_VAE_nonContinual,S-CIFAR10,VAE,nonContinual,BL,0140,0a229afa,0.8716999888420105,[0.8716999888420105],,,,1.0,64.0,1.0,CIFAR10,VAE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,1.0,ml-24_0a229afa_BL_S-CIFAR10_VAE_cumulative,residual,{},0.5,bce,1.0,1000.0,10.0,1000.0,,50.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,,,
48,0077_ml-24_4e7023cd_EP_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,EP,0077,4e7023cd,0.044761184602975845,"[0.5164444446563721, 0.20713412761688232, 0.16119712591171265, 0.09352078288793564, 0.08099217712879181, 0.049842506647109985, 0.03780057653784752, 0.0538940466940403, 0.04760845750570297, 0.044761184602975845]","[1.0, 0.5711745619773865, 0.40921550989151, 0.2818959653377533, 0.23119665682315826, 0.1737632006406784, 0.13268320262432098, 0.14989715814590454, 0.12577824294567108, 0.11178066581487656]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5164444446563721, 0.3626459240913391, 0.393917441368103, 0.3317563533782959, 0.35031723976135254, 0.2868415415287018, 0.2848934531211853, 0.3595401346683502, 0.37851110100746155, 0.4004376232624054]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,None,,"[3, 128, 128]",True,512.0,0.0001,32.0,50.0,10.0,ml-24_4e7023cd_EP_S-CORe50_VAE_taskInference,residual,{},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",bce,1.0,1000.0,1.0,1000.0,task_reconstruction_loss,2.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
49,0033_ml-21_a6134f6c_baseline_S-CORe50_AE_finetuning,S-CORe50,AE,finetuning,baseline,0033,a6134f6c,0.04825224727392197,"[0.68022221326828, 0.2665036618709564, 0.17261816561222076, 0.18920572102069855, 0.13642831146717072, 0.08483119308948517, 0.10931791365146637, 0.09512161463499069, 0.06977491080760956, 0.04825224727392197]",,,,10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-21_a6134f6c_baseline_S-CORe50_AE_finetuning,,{},0.5,,1.0,,2.0,,,10.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,baseline,,,
50,0381_ml-22_4e7023cdD_BL_SE-CORe50_VAE_finetuning,SE-CORe50,VAE,finetuning,BL,0381,4e7023cdD,0.09243529289960861,"[0.9072508811950684, 0.4933822751045227, 0.30743569135665894, 0.22065936028957367, 0.19321264326572418, 0.13935215771198273, 0.13783791661262512, 0.11821769922971725, 0.10147756338119507, 0.09243529289960861]",,,,10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_4e7023cdD_BL_SE-CORe50_VAE_finetuning,mlp,{'width': 512},0.5,mse,1.0,1000.0,1.0,1000.0,,2.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
