,experiment_code,dataset,architecture,strategy,experiment_category,id,repo_hash,final_accuracy,accuracy,Task Identification Accuracy,Accuracy given Bad Task Identification,Accuracy given Good Task Identification,completed_tasks,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,lwf_alpha,n_classes,n_experiences,name,network_architecture,network_cfg,prune_proportion,recon_loss_type,reconstruction_loss_weight,replay_buffer,retrain_epochs,si_lambda,task_inference_strategy,total_task_epochs,use_adam,use_classifier_loss,use_experience_replay,use_generative_replay,use_learning_without_forgetting,use_packnet,use_reconstruction_loss,use_synaptic_intelligence,use_vae_loss,vae_loss_weight,tensorboard_dir,dataset_root,normalize,reconstruction_loss_type,pretrained_root,log_mini_batch,network_style,scenario_name,label,normalization_mean,normalization_std,cumulative
252,0144_ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0144,0a229afaD,0.22903139889240265,"[0.7515003085136414, 0.6435720920562744, 0.5513713955879211, 0.4874346852302551, 0.43439778685569763, 0.3681615889072418, 0.31727927923202515, 0.2819301187992096, 0.25229766964912415, 0.22903139889240265]","[1.0, 0.8917927145957947, 0.7665678262710571, 0.6451128721237183, 0.5737857818603516, 0.5052631497383118, 0.4463576674461365, 0.3935847878456116, 0.353048712015152, 0.3171084225177765]","[nan, 0.0030832476913928986, 0.0028580501675605774, 0.0, 0.00031305436277762055, 0.0003745879512280226, 0.0003442933375481516, 0.0010083880042657256, 0.000152753375004977, 0.00016280810814350843]","[0.7515003085136414, 0.721286952495575, 0.7184025049209595, 0.7555804252624512, 0.7568405270576477, 0.7282863855361938, 0.7103914618492126, 0.714759886264801, 0.7143456935882568, 0.7218989133834839]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.5,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
253,0080_ml-23_84260321_prunelevels_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,prunelevels,0080,84260321,0.08056123554706573,"[0.653333306312561, 0.3834444582462311, 0.23712867498397827, 0.20134451985359192, 0.16651849448680878, 0.14488941431045532, 0.11374392360448837, 0.10801044851541519, 0.09405340999364853, 0.08056123554706573]","[1.0, 0.5875555276870728, 0.38076895475387573, 0.3140174448490143, 0.2588904798030853, 0.23546846210956573, 0.18968968093395233, 0.1743287593126297, 0.15544630587100983, 0.13519522547721863]","[nan, 0.0, 0.00011963153519900516, 0.0, 0.00011996160901617259, 0.0, 0.0013719572452828288, 0.0005722749629057944, 0.0010530934669077396, 0.0004885323578491807]","[0.653333306312561, 0.6526097059249878, 0.6225680708885193, 0.6411889791488647, 0.6428571343421936, 0.615324079990387, 0.5937709212303162, 0.6168686151504517, 0.5993325114250183, 0.5927631855010986]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-23_84260321_prunelevels_S-CORe50_VAE_taskInference,,{},0.4,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
254,0046_ml-24_4e7023cd_TO_SE-CORe50_AE_taskOracle,SE-CORe50,AE,taskOracle,TO,0046,4e7023cd,0.42773282527923584,"[0.9370831251144409, 0.947157621383667, 0.9239952564239502, 0.8970694541931152, 0.8556178212165833, 0.7129461765289307, 0.6111322641372681, 0.5347343683242798, 0.47529155015945435, 0.42773282527923584]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.9369016885757446, 0.9470277428627014, 0.9238001704216003, 0.896799623966217, 0.8557935357093811, 0.7131264209747314, 0.6112712025642395, 0.5348605513572693, 0.4754171371459961, 0.42785918712615967]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-24_4e7023cd_TO_SE-CORe50_AE_taskOracle,mlp,{'width': 512},0.5,mse,1.0,1000.0,1.0,1000.0,task_oracle,2.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
255,0023_ml-23_a6134f6c_baseline_SE-CIFAR100_AE_nonContinual,SE-CIFAR100,AE,nonContinual,baseline,0023,a6134f6c,0.6783999800682068,[0.6783999800682068],,,,1.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,1.0,ml-23_a6134f6c_baseline_SE-CIFAR100_AE_nonContinual,,{'width': 512},0.5,,1.0,,30.0,,,100.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,baseline,,,
256,0245_ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,SE-CIFAR100,VAE,taskInference,PL,0245,0a229afaD,0.4108000099658966,"[0.8199999928474426, 0.7754999995231628, 0.7839999794960022, 0.765749990940094, 0.7315999865531921, 0.6650000214576721, 0.6000000238418579, 0.5183749794960022, 0.4386666715145111, 0.4108000099658966]","[1.0, 1.0, 1.0, 1.0, 0.974399983882904, 0.8759999871253967, 0.7965714335441589, 0.6809999942779541, 0.5768888592720032, 0.5424000024795532]","[nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8199999928474426, 0.7754999995231628, 0.7839999794960022, 0.765749990940094, 0.7508209943771362, 0.759132444858551, 0.7532281279563904, 0.7611967921257019, 0.7604005932807922, 0.75737464427948]",10.0,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,mlp,{'width': 512},0.6,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
257,0078_ml-17_84260321_prunelevels_S-CORe50_AE_taskInference,S-CORe50,AE,taskInference,prunelevels,0078,84260321,0.09814996272325516,"[0.5245609879493713, 0.24169352650642395, 0.2804950475692749, 0.22019673883914948, 0.18649117648601532, 0.16211509704589844, 0.13915003836154938, 0.12267585843801498, 0.109038807451725, 0.09814996272325516]","[1.0, 0.48583176732063293, 0.43271082639694214, 0.34229978919029236, 0.2937880754470825, 0.25667914748191833, 0.2220492959022522, 0.1996331363916397, 0.17744126915931702, 0.15972159802913666]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5245609879493713, 0.4974839985370636, 0.6482274532318115, 0.6432862281799316, 0.6347813010215759, 0.6315865516662598, 0.6266628503799438, 0.6145064830780029, 0.6145064830780029, 0.6145064830780029]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-17_84260321_prunelevels_S-CORe50_AE_taskInference,,{},0.5,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
258,0201_ml-24_0a229afa_OS_SE-CIFAR100_AE_replay,SE-CIFAR100,AE,replay,OS,0201,0a229afa,0.08919999748468399,"[0.7889999747276306, 0.4595000147819519, 0.28066667914390564, 0.22349999845027924, 0.19140000641345978, 0.1509999930858612, 0.12457142770290375, 0.1171249970793724, 0.11388888955116272, 0.08919999748468399]",,,,10.0,32.0,1.0,CIFAR100,AE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-24_0a229afa_OS_SE-CIFAR100_AE_replay,mlp,{'width': 512},0.5,mse,1.0,100.0,30.0,1000.0,,100.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
259,0123_ml-16_35912550_CT_S-FMNIST_AE_cumulative,S-FMNIST,AE,cumulative,CT,0123,35912550,0.9193000197410583,"[0.9365000128746033, 0.9457499980926514, 0.9639999866485596, 0.9585000276565552, 0.9193000197410583]",,,,5.0,64.0,1.0,FMNIST,,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,,10.0,5.0,ml-16_35912550_CT_S-FMNIST_AE_cumulative,,{'base_channels': 128},0.5,,1.0,,5.0,,,20.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,vanilla_cnn,S-FMNIST,CT,,,True
260,0156_ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0156,0a229afaD,0.13866405189037323,"[0.6162738800048828, 0.4670964777469635, 0.36524638533592224, 0.3183460235595703, 0.27670830488204956, 0.24027273058891296, 0.19345106184482574, 0.17785869538784027, 0.15599752962589264, 0.13866405189037323]","[1.0, 0.6849710941314697, 0.5622823238372803, 0.47863057255744934, 0.39514514803886414, 0.3523308336734772, 0.2843168377876282, 0.25771304965019226, 0.22226065397262573, 0.20003557205200195]","[nan, 0.006704304832965136, 0.0028779413551092148, 0.0017055751523002982, 0.0009555310825817287, 0.0006293626502156258, 0.0007987929275259376, 0.0007488953997381032, 0.0009212490986101329, 0.001306426478549838]","[0.6162738800048828, 0.6788380146026611, 0.6473379135131836, 0.6632605791091919, 0.6988073587417603, 0.6807951331138611, 0.6783958673477173, 0.687985360622406, 0.6986438632011414, 0.6879724264144897]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.4,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
261,0026_ml-24_54dcf601_PL_S-FMNIST_VAE_taskInference,S-FMNIST,VAE,taskInference,PL,0026,54dcf601,0.9926000237464905,"[0.9994999766349792, 0.999750018119812, 0.996666669845581, 0.9965000152587891, 0.9926000237464905]","[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9994999766349792, 0.999750018119812, 0.996666669845581, 0.9965000152587891, 0.9926000237464905]",5.0,64.0,1.0,FMNIST,VAE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-24_54dcf601_PL_S-FMNIST_VAE_taskInference,vanilla_cnn,{'base_channels': 128},0.6,bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
262,0219_ml-24_0a229afa_OS_S-CIFAR10_AE_replay,S-CIFAR10,AE,replay,OS,0219,0a229afa,0.3610999882221222,"[0.9789999723434448, 0.7425000071525574, 0.5413333177566528, 0.32862499356269836, 0.3610999882221222]",,,,5.0,32.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-24_0a229afa_OS_S-CIFAR10_AE_replay,residual,{},0.5,bce,1.0,100.0,10.0,1000.0,,50.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
263,0063_ml-14_84260321_prunelevels_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,prunelevels,0063,84260321,0.2702000141143799,"[0.8980000019073486, 0.9120000004768372, 0.9006666541099548, 0.6754999756813049, 0.5404000282287598, 0.4503333270549774, 0.38600000739097595, 0.33774998784065247, 0.3002222180366516, 0.2702000141143799]","[1.0, 1.0, 1.0, 0.75, 0.6000000238418579, 0.5, 0.4285714328289032, 0.375, 0.3333333432674408, 0.30000001192092896]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8980000019073486, 0.9120000004768372, 0.9006666541099548, 0.9006666541099548, 0.9006666541099548, 0.9006666541099548, 0.9006666541099548, 0.9006666541099548, 0.9006666541099548, 0.9006666541099548]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-14_84260321_prunelevels_SE-CIFAR100_AE_taskInference,,{'width': 512},0.2,,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
264,0174_ml-22_0a229afaD_PL_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,PL,0174,0a229afaD,0.27140000462532043,"[0.8529999852180481, 0.7825000286102295, 0.7860000133514404, 0.6784999966621399, 0.5428000092506409, 0.45233333110809326, 0.38771429657936096, 0.33924999833106995, 0.3015555441379547, 0.27140000462532043]","[1.0, 1.0, 1.0, 0.878000020980835, 0.7024000287055969, 0.5853333473205566, 0.501714289188385, 0.4390000104904175, 0.3902222216129303, 0.35120001435279846]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8529999852180481, 0.7825000286102295, 0.7860000133514404, 0.7727790474891663, 0.7727790474891663, 0.7727790474891663, 0.7727790474891663, 0.7727790474891663, 0.7727790474891663, 0.7727790474891663]",10.0,64.0,1.0,CIFAR100,AE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_PL_SE-CIFAR100_AE_taskInference,mlp,{'width': 512},0.4,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
265,0112_ml-24_0a229afa_BL_S-CORe50_VAE_finetuning,S-CORe50,VAE,finetuning,BL,0112,0a229afa,0.07262296229600906,"[0.7570093274116516, 0.39045819640159607, 0.14912541210651398, 0.1804235428571701, 0.13036905229091644, 0.08792796730995178, 0.07860387116670609, 0.09087876975536346, 0.08933468163013458, 0.07262296229600906]",,,,10.0,64.0,1.0,CORe50_NC,VAE,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,32.0,50.0,10.0,ml-24_0a229afa_BL_S-CORe50_VAE_finetuning,residual,{},0.5,bce,1.0,1000.0,3.0,1000.0,,10.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,,,
266,0384_ml-22_4e7023cdD_BL_SE-CORe50_AE_finetuning,SE-CORe50,AE,finetuning,BL,0384,4e7023cdD,0.09608200937509537,"[0.9446666836738586, 0.4750416874885559, 0.3108048141002655, 0.21882469952106476, 0.1810540407896042, 0.15780891478061676, 0.1379825323820114, 0.1226719319820404, 0.1047833189368248, 0.09608200937509537]",,,,10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_4e7023cdD_BL_SE-CORe50_AE_finetuning,mlp,{'width': 512},0.5,mse,1.0,1000.0,1.0,1000.0,,2.0,True,True,False,False,False,False,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
267,0032_ml-21_a6134f6c_baseline_S-CORe50_AE_taskOracle,S-CORe50,AE,taskOracle,baseline,0032,a6134f6c,0.5271724462509155,"[0.6144444346427917, 0.6035364866256714, 0.6614038944244385, 0.5823791027069092, 0.5834037661552429, 0.5676957964897156, 0.5722998976707458, 0.5688912272453308, 0.5641539096832275, 0.5271724462509155]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.6138757467269897, 0.6038913726806641, 0.6614053249359131, 0.5826514959335327, 0.5837849974632263, 0.5680044293403625, 0.5725724101066589, 0.5691761374473572, 0.5645631551742554, 0.5276058912277222]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-21_a6134f6c_baseline_S-CORe50_AE_taskOracle,,{},0.5,,1.0,,2.0,,task_oracle,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,baseline,,,
268,0171_ml-25_0a229afa_BL_S-FMNIST_AE_finetuning,S-FMNIST,AE,finetuning,BL,0171,0a229afa,0.19979999959468842,"[1.0, 0.49674999713897705, 0.3306666612625122, 0.2498749941587448, 0.19979999959468842]",,,,5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-25_0a229afa_BL_S-FMNIST_AE_finetuning,vanilla_cnn,{'base_channels': 128},0.5,bce,1.0,1000.0,5.0,1000.0,,20.0,True,True,False,False,False,False,True,False,False,,,,,,,,,,,,,
269,0034_ml-23_a6134f6c_baseline_SE-CIFAR100_AE_nonContinual,SE-CIFAR100,AE,nonContinual,baseline,0034,a6134f6c,0.6743999719619751,[0.6743999719619751],,,,1.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,1.0,ml-23_a6134f6c_baseline_SE-CIFAR100_AE_nonContinual,,{'width': 512},0.5,,1.0,,30.0,,,100.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,baseline,,,
270,0180_ml-25_0a229afa_BL_S-CIFAR10_VAE_nonContinual,S-CIFAR10,VAE,nonContinual,BL,0180,0a229afa,0.8720999956130981,[0.8720999956130981],,,,1.0,64.0,1.0,CIFAR10,VAE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,1.0,ml-25_0a229afa_BL_S-CIFAR10_VAE_cumulative,residual,{},0.5,bce,1.0,1000.0,10.0,1000.0,,50.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,,,
271,0252_ml-25_4e7023cd_OS_SE-CORe50_AE_replay,SE-CORe50,AE,replay,OS,0252,4e7023cd,0.6967446208000183,"[0.9141458868980408, 0.8601134419441223, 0.8429482579231262, 0.8212557435035706, 0.7829181551933289, 0.7332839369773865, 0.7508497834205627, 0.7188282012939453, 0.7214013934135437, 0.6967446208000183]",,,,10.0,32.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-25_4e7023cd_OS_SE-CORe50_AE_replay,mlp,{'width': 512},0.5,mse,1.0,10000.0,1.0,1000.0,,2.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
272,0067_ml-18_84260321_baseline_SE-CIFAR100_VAE_nonContinual,SE-CIFAR100,VAE,nonContinual,baseline,0067,84260321,0.6754000186920166,[0.6754000186920166],,,,1.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,1.0,ml-18_84260321_baseline_SE-CIFAR100_VAE_nonContinual,,{'width': 512},0.5,,1.0,,30.0,,,100.0,,,,,,False,,,,0.001,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,baseline,,,
273,0068_ml-23_84260321_prunelevels_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,prunelevels,0068,84260321,0.0834074541926384,"[0.6890420317649841, 0.4018452763557434, 0.24748073518276215, 0.18395020067691803, 0.1416822224855423, 0.1264406144618988, 0.10282392799854279, 0.0963868796825409, 0.0860467404127121, 0.0834074541926384]","[1.0, 0.5783681869506836, 0.37937167286872864, 0.2774257957935333, 0.2617586851119995, 0.21860292553901672, 0.17315205931663513, 0.17337410151958466, 0.14936508238315582, 0.14397847652435303]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8417212635977194e-05, 3.362248753546737e-05, 2.9042750611552037e-05, 0.00012988025264348835]","[0.6890420317649841, 0.6947914958000183, 0.65234375, 0.6630609035491943, 0.54127037525177, 0.578403115272522, 0.5936525464057922, 0.5557870864868164, 0.5759179592132568, 0.5785328149795532]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-23_84260321_prunelevels_S-CORe50_VAE_taskInference,,{},0.4,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
274,0098_ml-14_84260321_prunelevels_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,prunelevels,0098,84260321,0.08222894370555878,"[0.5056754946708679, 0.32410186529159546, 0.23319250345230103, 0.16845498979091644, 0.1267179697751999, 0.1110452190041542, 0.10336721688508987, 0.097478948533535, 0.09773934632539749, 0.08222894370555878]","[1.0, 0.5922589302062988, 0.41271957755088806, 0.3033301830291748, 0.23697905242443085, 0.1921423226594925, 0.17280812561511993, 0.16543902456760406, 0.1474984586238861, 0.13034777343273163]","[nan, 0.0005455537466332316, 0.0005048592574894428, 7.980209193192422e-05, 0.0001165840876637958, 9.175995364785194e-05, 3.840245699393563e-05, 6.661115912720561e-05, 0.0, 0.0]","[0.5056754946708679, 0.5468544363975525, 0.5642959475517273, 0.555168628692627, 0.5343468189239502, 0.5775462985038757, 0.5979779362678528, 0.5888776779174805, 0.6626465916633606, 0.6308427453041077]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-14_84260321_prunelevels_S-CORe50_VAE_taskInference,,{},0.8,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
275,0043_ml-14_84260321_prunelevels_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,prunelevels,0043,84260321,0.2721000015735626,"[0.9330000281333923, 0.890999972820282, 0.9070000052452087, 0.6802499890327454, 0.5442000031471252, 0.45350000262260437, 0.3887142837047577, 0.3401249945163727, 0.3023333251476288, 0.2721000015735626]","[1.0, 1.0, 1.0, 0.75, 0.6000000238418579, 0.5, 0.4285714328289032, 0.375, 0.3333333432674408, 0.30000001192092896]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9330000281333923, 0.890999972820282, 0.9070000052452087, 0.9070000052452087, 0.9070000052452087, 0.9070000052452087, 0.9070000052452087, 0.9070000052452087, 0.9070000052452087, 0.9070000052452087]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-14_84260321_prunelevels_SE-CIFAR100_AE_taskInference,,{'width': 512},0.2,,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
276,0102_ml-14_84260321_prunelevels_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,prunelevels,0102,84260321,0.07651427388191223,"[0.3883085250854492, 0.24230298399925232, 0.22488144040107727, 0.1363535225391388, 0.10454464703798294, 0.09654226899147034, 0.09333205968141556, 0.09436584264039993, 0.07785629481077194, 0.07651427388191223]","[1.0, 0.4714905023574829, 0.35566094517707825, 0.267593115568161, 0.211223766207695, 0.18552422523498535, 0.16512595117092133, 0.17160964012145996, 0.13006523251533508, 0.12412167340517044]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3883085250854492, 0.5139085054397583, 0.6322916746139526, 0.509555459022522, 0.4949473738670349, 0.5203755497932434, 0.5652173757553101, 0.5498866438865662, 0.5985942482948303, 0.6164457201957703]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-14_84260321_prunelevels_S-CORe50_VAE_taskInference,,{},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
277,0076_ml-17_84260321_prunelevels_S-CORe50_AE_taskInference,S-CORe50,AE,taskInference,prunelevels,0076,84260321,0.08878857642412186,"[0.5741275548934937, 0.383683443069458, 0.23197747766971588, 0.20772436261177063, 0.16308020055294037, 0.14637219905853271, 0.12873205542564392, 0.11098448932170868, 0.09864617884159088, 0.08878857642412186]","[1.0, 0.6158719658851624, 0.4247610569000244, 0.3211447596549988, 0.29023653268814087, 0.2537612020969391, 0.2195400893688202, 0.18678081035614014, 0.1660161018371582, 0.14942631125450134]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 8.139345300151035e-05, 0.0, 0.0, 0.0]","[0.5741275548934937, 0.622992217540741, 0.5461363792419434, 0.6468247175216675, 0.561887264251709, 0.5768107771873474, 0.5860821604728699, 0.5941964387893677, 0.5941964387893677, 0.5941964387893677]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-17_84260321_prunelevels_S-CORe50_AE_taskInference,,{},0.5,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
278,0171_ml-24_0a229afa_BL_SE-CORe50_VAE_nonContinual,SE-CORe50,VAE,nonContinual,BL,0171,0a229afa,0.29062527418136597,[0.29062527418136597],,,,1.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,1.0,ml-24_0a229afa_BL_SE-CORe50_VAE_cumulative,mlp,{'width': 512},0.5,mse,1.0,1000.0,3.0,1000.0,,10.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,,,
279,0023_ml-17_84260321_prunelevels_SE-CIFAR100_VAE_taskInference,SE-CIFAR100,VAE,taskInference,prunelevels,0023,84260321,0.9003999829292297,"[0.9210000038146973, 0.9089999794960022, 0.9236666560173035, 0.9129999876022339, 0.8966000080108643, 0.902999997138977, 0.8982856869697571, 0.9006249904632568, 0.9032222032546997, 0.9003999829292297]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.9210000038146973, 0.9089999794960022, 0.9236666560173035, 0.9129999876022339, 0.8966000080108643, 0.902999997138977, 0.8982856869697571, 0.9006249904632568, 0.9032222032546997, 0.9003999829292297]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-17_84260321_prunelevels_SE-CIFAR100_VAE_taskInference,,{'width': 512},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
